Date,Store_ID,Product_ID,Category,Region,Inventory Level,Units_Sold,Units_Ordered,Demand_Forecast,Price,Discount,Weather_Condition,Holiday_Promotion,Competitor_Pricing,Seasonality
01-26-2025,JIOMART_PAT_01,PROD_00479,Electrnics,East,66,39,35,35,17156.11,0.36,windy,Republic Day,14806.07,Off-season
15-04-2022,DMART_DEL_02,PROD_00072,Automotive,North,347,163,104,140,3587.29,0.07,Foggy,1,2770.38,Average
25-11-2022,Spencer_CHN_01,PROD_00291,Electronic,South,581,456,349,305,17065.32,0.22,Storm,FALSE,14339.42,High
23-05-2024,DMART_BLR_03,PROD_00339,toys,South,313,253,229,328,794.67,0.32,Storm,TRUE,825.34,Average
22-06-2024,FLIPKART_PUN_02,PROD_00440,AUTO,West,949,281,994,190,3481.07,0.35,RAINY,Republic Day,4573.13,Slow
04-12-2022,RELIANCE_LKW_01,PROD_00078,books,North,1197,573,973,453,513.69,0.22,Foggy,None,664.83,Festive
04-09-2023,DMART_BLR_03,PROD_00248,Furniture,South,-123,389,991,407,,0.16,Cloudy,TRUE,8632.73,Medium
13-05-2022,FLIPKART_BLR_01,PROD_00343,toys,South,71,66,33,12,,0.28,Clear,Christmas Sale,13459.04,Normal
08-04-2022,FLIPKART_BLR_01,PROD_00412,Home & Kitchen,South,453,242,280,167,2636.48,0.35,,Onam Festival,2445.98,Normal
07-08-2023,DMART_BLR_03,PROD_00302,Apparel,South,313,297,311,274,968.21,0.19,WINDY,Independence Day,1247.42,Normal
11-12-2022,BIGBAZAAR_NGP_01,PROD_00126,Fitness,West,1456,17,1406,559,2085.7,0.39,Mist,New Year Sale,2281.83,High
23-09-2024,DMART_CHN_04,PROD_00129,furniture,South,283,148,97,150,,0.33,Storm,NO,11024.64,Normal
05-02-2024,DMART_CHN_04,PROD_00276,cosmetics,South,410,276,130,323,775.11,0.34,STORM,TRUE,555.05,Off-season
19-02-2024,Spencer_CHN_01,PROD_00310,Book,South,1045,384,342,475,441.38,0.02,Mist,Onam Festival,480.17,Low
13-03-2024,DMART_BLR_03,PROD_00208,furniture,South,41,19,39,42,9141.01,0.27,cloudy,Independence Day,8306.81,Average
05-10-2024,MEESHO_KOL_01,PROD_00248,automotive,East,1104,0,701,1639,175,0.44,Foggy,None,4078.87,High
28-09-2024,DMART_MUM_01,PROD_00241,groc,West,1762,569,1147,781,334.18,0.1,Fog,Christmas Sale,361.93,Normal
02-01-2023,FLIPKART_BLR_01,PROD_00454,electronics,South,168,69,121,69,16470.08,0.42,Windy,FALSE,16713.62,Off-season
14-09-2023,FLIPKART_BLR_01,PROD_00390,groceries,South,110,81,92,125,292.82,0.07,,None,339.44,Medium
28-08-2022,AMAZON_DEL_01,PROD_00185,electronics,North,523,151,306,177,18954.16,0.24,Stormy,Navratri,21836.16,Average
30-03-2023,LOCALMART_JDP_01,PROD_00033,beauty,West,756,980,859,708,,0.33,windy,Navratri,1341.03,Normal
24-02-2023,DMART_DEL_02,PROD_00075,furniture,North,263,227,250,306,9889.38,0.21,Overcast,None,12201.38,Low
30-03-2023,AMAZON_DEL_01,PROD_00415,Furnishings,North,706,202,657,317,14306.43,0.27,Storm,FALSE,11298.27,Normal
04-02-2023,DMART_CHN_04,PROD_00316,Home&Kitchen,South,692,223,678,262,1891.66,0.32,Windy,Independence Day,2016.09,Off-season
06-09-2023,FLIPKART_PUN_02,PROD_00121,Elec,West,42,15,44,17,19144.87,0.42,SUN,none,24637.92,Low
02-11-2023,DMART_MUM_01,PROD_00499,AUTO,West,1325,552,1376,367,4500.82,0.06,Stormy,1,4938.18,High
19-09-2023,FLIPKART_PUN_02,PROD_00166,Sports,West,1504,475,1267,733,1958.67,0.18,Windy,Eid Special,2436.5,Normal
18-10-2022,BIGBAZAAR_NGP_01,PROD_00026,electronics,West,136,82,84,91,231588.72,0.11,windy,None,176914.08,Peak
09-05-2022,JIOMART_PAT_01,PROD_00086,FURNITURE,East,503,172,231,172,8618,0.42,Rainy,Eid Special,7777.22,Average
19-06-2022,DMART_BLR_03,PROD_00032,automotive,South,420,343,126,340,4054.06,0.08,Overcast,Diwali Sale,5027.76,Low
22-11-2024,MEESHO_KOL_01,PROD_00218,Sports,East,543,352,635,232,1637.39,0.18,Thunderstorm,Navratri,1983.22,Medium
17-02-2022,RELIANCE_LKW_01,PROD_00236,Books,North,487,314,567,233,,0.18,Wet,Navratri,473.92,Low
02-13-2025,BIGBAZAAR_NGP_01,PROD_00386,groc,West,1675,509,892,461,349.66,0.16,sunny,TRUE,351.73,Low
23-05-2022,Spencer_CHN_01,PROD_00317,Sport,South,44082,9,39026,16665,1982.6,0.17,clear,Independence Day,2165.01,High
05-16-2023,AMAZON_MUM_02,PROD_00278,Furniture,West,1102,4,726,240,14257.42,0.65,stormy,Eid Special,15824.14,Medium
10-09-2024,BIGBAZAAR_NGP_01,PROD_00192,furniture,West,481,221,203,299,14375.2,0.09,Thunderstorm,None,17995.44,Normal
01-20-2022,Spencer_CHN_01,PROD_00005,BEAUTY,South,781,265,734,267,594.56,0.09,Breezy,Diwali Sale,778.27,Low
16-05-2024,AMAZON_DEL_01,PROD_00498,Home&Kitchen,North,15959,320,0,340,2491.77,0.06,,none,2040.15,Low
21-12-2023,JIOMART_PAT_01,PROD_00136,SPORTS,East,2319,875,2204,735,1439.63,0.25,windy,New Year Sale,1274.46,Peak
10-11-2024,FLIPKART_PUN_02,PROD_00222,Groceries,West,1134,345,485,323,446.74,0.17,rain,0,321.08,Peak
10-17-2023,FLIPKART_PUN_02,PROD_00046,HOME & KITCHEN,West,754,4,825,388,3420.19,0.68,Fair,Onam Festival,4065.13,High
12-07-2023,DMART_MUM_01,PROD_00409,HOME & KITCHEN,West,,35,23,8,3340.04,0.08,Mist,Independence Day,2651.56,High
30-07-2022,LOCALMART_JDP_01,PROD_00422,Kids,West,1735,646,818,765,1035.78,0.09,Cloudy,Holi Offer,1119.5,Off-season
19-10-2024,AMAZON_MUM_02,PROD_00386,ELECTRONICS,West,1429,447,1103,257,20692.47,0.05,Fog,FALSE,19116.32,Festive
21-02-2023,DMART_DEL_02,PROD_00168,groc,North,1383,409,719,298,310.33,0.29,windy,TRUE,333.02,Off-season
29-12-2024,DMART_CHN_04,PROD_00071,Home&Kitchen,South,571,197,449,134,2795.8,0.35,Sunny,Eid Special,3097,Festive
23-09-2022,RELIANCE_LKW_01,PROD_00232,FURNITURE,North,64,27,55,51,14585.92,0.12,CLOUDY,0,11054.6,Normal
18-01-2023,DMART_DEL_02,PROD_00268,Elec,North,,150,164,104,,0.34,,none,10526.49,Off-season
26-11-2022,DMART_BLR_03,PROD_00137,Stationery,South,1163,430,1141,309,447.67,0.14,WINDY,Holi Offer,523.55,Festive
06-03-2025,DMART_MUM_01,PROD_00068,Food,West,824,295,282,255,316.28,0.06,Fog,New Year Sale,352.24,Normal
06-07-2023,BIGBAZAAR_NGP_01,PROD_00404,Food,West,534,155,293,158,371.27,0.14,Windy,None,307.33,Low
19-01-2024,MEESHO_HYD_02,PROD_00293,Book,South,56,34,40,35,482.16,0.1,CLOUDY,Onam Festival,628.21,Slow
14-01-2022,DMART_MUM_01,PROD_00007,Furniture,West,301,110,145,103,15259.96,0.02,STORM,FALSE,14557.19,Low
31-08-2023,BIGBAZAAR_NGP_01,PROD_00048,clothing,West,401,310,217,260,1108.84,0.22,overcast,Independence Day,1271.84,Medium
03-03-2024,DMART_BLR_03,PROD_00337,AUTO,South,1104,459,593,620,2778.14,0.42,Storm,TRUE,3445.42,Normal
04-07-2023,BIGBAZAAR_NGP_01,PROD_00122,Food,West,762,267,448,243,349.85,0.15,overcast,none,518.84,Normal
18-08-2024,FLIPKART_BLR_01,PROD_00054,TOYS,South,1022,397,824,348,709.32,,foggy,Diwali Sale,744.42,Medium
14-10-2024,MEESHO_HYD_02,PROD_00024,Groceries,South,858,376,581,255,264.67,0.21,,None,350.52,Festive
06-15-2024,MEESHO_KOL_01,PROD_00058,Auto,East,337,164,239,170,3918.79,0.45,foggy,TRUE,5211.58,Slow
08-21-2023,DMART_MUM_01,PROD_00220,Books,West,1517,616,1461,781,531.62,0.06,rainy,Navratri,462.04,Medium
13-03-2023,RELIANCE_LKW_01,PROD_00145,AUTO,North,371,284,311,218,4205.2,0.04,foggy,0,3389.23,Normal
27-09-2023,LOCALMART_JDP_01,PROD_00363,CLOTHING,West,757,280,889,213,1591.06,0.22,Thunderstorm,NO,1308.64,Normal
12-05-2024,DMART_CHN_04,PROD_00302,Electronics,South,325,110,149,107,,0.02,Breezy,Independence Day,18795.41,Medium
12-04-2024,JIOMART_PAT_01,PROD_00346,BOOKS,East,549,219,237,137,473.69,0.4,overcast,Navratri,307.72,Average
13-10-2023,JIOMART_PAT_01,PROD_00381,TOYS,East,357,112,400,114,978.45,0.03,CLOUDY,Diwali Sale,1228.82,Peak
25-07-2024,DMART_BLR_03,PROD_00308,groceries,South,672,292,405,302,401.65,0.38,Foggy,TRUE,515.14,Low
04-11-2023,FLIPKART_BLR_01,PROD_00122,Elec,South,1030,332,496,517,16295.98,0.3,windy,TRUE,14625.16,Festive
06-30-2024,MEESHO_HYD_02,PROD_00426,TOYS,South,513,456,552,415,1089.23,0.42,Storm,Onam Festival,1171.52,Low
07-24-2023,BIGBAZAAR_NGP_01,PROD_00284,automotive,West,182,169,191,268,3489.82,0.07,Fog,Independence Day,4526.42,Off-season
12-11-2024,RELIANCE_LKW_01,PROD_00181,toys,North,452,210,150,327,970.67,0.3,overcast,Holi Offer,932.11,Peak
22-11-2023,FLIPKART_PUN_02,PROD_00109,electronics,West,1384,551,1181,550,16021.7,0.32,Thunderstorm,Christmas Sale,15623.97,High
21-07-2024,Spencer_CHN_01,PROD_00195,sports,South,257,237,271,178,1690.91,0.21,Breezy,Eid Special,1292.48,Low
12-02-2024,Spencer_CHN_01,PROD_00454,toys,South,191,157,163,119,717.06,0.05,Cloudy,Independence Day,567.94,High
17-02-2023,DMART_CHN_04,PROD_00005,BEAUTY,South,5519,12,0,40,746.15,0.28,Thunderstorm,0,755.08,Peak
27-07-2023,DMART_DEL_02,PROD_00053,Car Accessories,North,756,550,617,538,3370.29,0.31,Windy,Navratri,4222.54,Slow
28-10-2022,RELIANCE_LKW_01,PROD_00002,furniture,North,368,261,273,353,15278.79,0.24,CLOUDY,Independence Day,19203.94,High
24-04-2023,DMART_BLR_03,PROD_00342,Elec,South,72,10,29,31,15501.08,0.4,Fog,0,15293.64,Normal
13-03-2024,MEESHO_HYD_02,PROD_00224,books,South,770,270,472,255,360.18,0.39,Overcast,FALSE,373.37,Medium
09-29-2023,DMART_DEL_02,PROD_00400,groc,North,326,172,371,243,397.76,0.23,cloudy,None,415.56,Normal
06-03-2024,AMAZON_MUM_02,PROD_00127,Sport,West,94,64,43,68,2420.9,0.07,WINDY,Eid Special,2480.55,Medium
09-02-2022,FLIPKART_PUN_02,PROD_00399,Kitchen,West,508,234,305,180,2318.69,0.39,rain,Republic Day,2092.84,Low
01-12-2022,FLIPKART_BLR_01,PROD_00049,TOYS,South,519,349,263,375,772.2,0.2,rain,NO,938.76,Peak
13-05-2024,BIGBAZAAR_NGP_01,PROD_00046,Home,West,532,356,579,510,2586.27,0.2,Breezy,Republic Day,2498.44,Average
17-06-2022,DMART_DEL_02,PROD_00109,Furniture,North,,1037,223,1476,15088.04,0.35,Rain,Onam Festival,14622.54,Low
06-01-2022,DMART_BLR_03,PROD_00233,Toy,South,1287,0,996,625,,0.07,,Navratri,768.03,Low
07-21-2024,Spencer_CHN_01,PROD_00452,Sports,South,1459,605,814,828,1600.57,0.35,sunny,Eid Special,1444.07,Low
06-29-2024,LOCALMART_JDP_01,PROD_00442,groc,West,1096,443,390,457,359.34,0.2,,1,427.75,Low
10-01-2024,LOCALMART_JDP_01,PROD_00009,cosmetics,West,20,10,21,1,700.76,0.02,Sunny,Republic Day,623.94,Low
05-04-2024,DMART_CHN_04,PROD_00449,cosmetics,South,1244,382,988,280,709.3,0.35,Drizzle,1,674.73,Medium
22-06-2023,FLIPKART_BLR_01,PROD_00385,Cosmetics,South,294,99,106,168,901.33,0.19,SUN,0,1041.8,Off-season
21-03-2023,FLIPKART_BLR_01,PROD_00004,Elec,South,1175,1,952,552,17059.52,0.61,Fog,New Year Sale,17241.02,High
01-12-2024,Spencer_CHN_01,PROD_00301,Sports,South,2659,1278,1053,1467,1412.41,0.18,Storm,New Year Sale,1263.99,High
22-05-2024,DMART_CHN_04,PROD_00072,Furniture,South,803,14,339,519,11061.83,0.6,RAINY,Navratri,13651.7,Normal
10-06-2022,DMART_CHN_04,PROD_00332,Beauty,South,720,406,487,407,661.33,0.16,STORM,Eid Special,697.62,High
24-01-2024,DMART_BLR_03,PROD_00204,BOOKS,South,305,176,279,176,389.67,0.12,Overcast,none,550.77,Slow
28-12-2022,BIGBAZAAR_NGP_01,PROD_00067,CLOTHING,West,115,65,72,55,1560.23,0.12,SUN,Republic Day,1869.59,Festive
23-04-2022,MEESHO_KOL_01,PROD_00481,furniture,East,621,249,391,304,12467.7,0.39,Cloudy,1,9525.25,Average
05-19-2022,RELIANCE_LKW_01,PROD_00470,Clothing,North,711,307,820,289,1253.86,0.14,Drizzle,FALSE,1310.61,Average
04-02-2023,DMART_BLR_03,PROD_00011,Sport,South,370,195,341,140,1730.23,0.11,FOG,NO,1943.72,Slow
25-03-2024,AMAZON_MUM_02,PROD_00129,clothing,West,653,2,505,207,1052.78,0.56,Mist,NO,947.5,Medium
23-02-2024,DMART_MUM_01,PROD_00368,AUTO,West,59,38,46,33,4010.78,0.36,cloudy,Diwali Sale,5263.8,Low
28-07-2024,DMART_DEL_02,PROD_00392,Beauty,North,847,514,715,690,904.41,0.35,sunny,Holi Offer,963.5,Low
04-05-2023,DMART_MUM_01,PROD_00362,SPORTS,West,2058,833,2262,960,1642.23,0.24,Rain,TRUE,1326.01,Medium
13-08-2023,Spencer_CHN_01,PROD_00109,Apparel,South,,92,171,128,1148.97,0.01,rain,Independence Day,1227,Medium
11-06-2022,RELIANCE_LKW_01,PROD_00475,toys,North,351,217,139,287,851.91,0.2,,0,1005.48,Off-season
13-05-2022,DMART_MUM_01,PROD_00163,TOYS,West,208,131,129,157,1176.74,0.43,,Republic Day,1123.68,Medium
14-04-2023,BIGBAZAAR_NGP_01,PROD_00458,Stationery,West,929,723,567,1026,521.7,0.07,SUN,New Year Sale,544.99,Normal
08-06-2024,FLIPKART_PUN_02,PROD_00431,Home & Kitchen,West,150,69,57,30,2251.13,0.42,Drizzle,none,2141.11,Average
04-19-2023,RELIANCE_LKW_01,PROD_00213,Sport,North,548,316,445,382,2093.7,0.26,overcast,Christmas Sale,2568.54,Normal
16-05-2024,BIGBAZAAR_NGP_01,PROD_00204,FURNITURE,West,2224,805,2204,1179,12812.81,0.14,Rain,TRUE,13266.13,Normal
01-05-2024,AMAZON_MUM_02,PROD_00121,BOOKS,West,98,32,32,17,509.9,0.02,Cloudy,Holi Offer,491.21,Normal
19-07-2024,DMART_MUM_01,PROD_00193,beauty,West,417,368,474,534,993.95,0.12,windy,TRUE,1146.14,Slow
24-07-2024,MEESHO_HYD_02,PROD_00257,Sport,South,911,366,531,391,1697.58,0.36,stormy,TRUE,2095.34,Peak
10-13-2024,DMART_BLR_03,PROD_00251,automotive,South,-158,341,838,377,2973.99,0.35,Sunny,none,2424.05,Peak
02-03-2023,BIGBAZAAR_NGP_01,PROD_00236,Electronic,West,134,100,82,93,20796.91,0.36,CLOUDY,Eid Special,25342.59,Normal
20-02-2024,FLIPKART_PUN_02,PROD_00074,Kids,West,119,92,51,92,,0.29,windy,Republic Day,1351.98,Low
16-04-2022,LOCALMART_JDP_01,PROD_00002,groc,West,466,161,446,215,464.79,0.2,Mist,New Year Sale,270.27,Average
05-09-2023,LOCALMART_JDP_01,PROD_00128,Clothing,West,484,219,235,217,1366.04,0.37,,1,1412.6,Average
10-10-2024,DMART_CHN_04,PROD_00368,books,South,892,278,570,359,524.78,0.21,Rain,Onam Festival,696.21,Peak
09-04-2025,FLIPKART_BLR_01,PROD_00334,Stationery,South,1098,353,1041,253,,0.29,Stormy,Christmas Sale,415.27,Medium
12-04-2023,DMART_BLR_03,PROD_00475,groc,South,92,37,38,45,393.35,0.16,windy,Holi Offer,484.55,Medium
09-07-2023,Spencer_CHN_01,PROD_00310,Elec,South,24076,10112,27266,6239,16637.49,0.32,Rain,Holi Offer,21323.99,Slow
29-08-2024,DMART_CHN_04,PROD_00046,Electrnics,South,425,210,146,175,16948.07,0.4,Overcast,Independence Day,21140.42,Medium
03-07-2023,AMAZON_MUM_02,PROD_00392,SPORTS,West,541,367,506,217,1872.78,0.39,Sunny,Eid Special,2408.22,Low
11-05-2023,LOCALMART_JDP_01,PROD_00218,Fitness,West,343,313,235,445,2146.27,0.04,CLOUDY,FALSE,2038.64,Average
23-10-2024,DMART_BLR_03,PROD_00172,groc,South,1124,717,732,713,307.36,,,1,351.64,High
09-04-2024,AMAZON_MUM_02,PROD_00470,Fitness,West,259,223,241,337,2002.37,0.34,Drizzle,Holi Offer,2297.93,Medium
04-01-2024,DMART_CHN_04,PROD_00211,Apparel,South,256,81,90,121,1377.1,,rain,TRUE,1372.77,Off-season
15-09-2023,RELIANCE_LKW_01,PROD_00283,toys,North,29114,21600,34863,28331,793.36,0.38,Storm,TRUE,651.83,Medium
07-12-2023,BIGBAZAAR_NGP_01,PROD_00068,Toy,West,1156,398,362,522,1111.95,0.39,CLOUDY,TRUE,1393.94,Off-season
03-10-2022,RELIANCE_LKW_01,PROD_00481,Toys,North,1263,387,1471,335,901.55,0.28,Wet,FALSE,843.25,High
10-02-2024,DMART_BLR_03,PROD_00110,Beauty,South,231,186,277,238,646.89,0.17,rainy,Holi Offer,841.49,Slow
16-10-2022,DMART_DEL_02,PROD_00394,Grocery,North,401,257,432,235,4103.82,0.24,Breezy,Republic Day,4165.84,Medium
23-07-2023,AMAZON_MUM_02,PROD_00239,Car Accessories,West,96,82,92,30,4053.74,0.36,rainy,New Year Sale,4795.21,Low
02-10-2023,LOCALMART_JDP_01,PROD_00025,Kids,West,,33,85,63,849.64,0.28,Overcast,NO,1013.41,Low
16-10-2024,RELIANCE_LKW_01,PROD_00106,Toys,North,86,31,49,11,1059.11,0.04,Cloudy,Navratri,1246.21,High
15-11-2022,MEESHO_KOL_01,PROD_00331,furniture,East,2172,631,2422,629,12073.55,0.07,,Christmas Sale,9943.48,High
21-04-2024,FLIPKART_PUN_02,PROD_00024,Automotive,West,561,327,539,260,3718.79,0.4,,NO,3010.78,Normal
08-03-2024,RELIANCE_LKW_01,PROD_00167,FURNITURE,North,580,332,336,223,13075.88,0.12,clear,Diwali Sale,11835.15,Average
17-12-2022,FLIPKART_PUN_02,PROD_00268,Furniture,West,47,23,35,10,16067.69,0.22,Storm,Republic Day,17706.64,Festive
14-02-2024,FLIPKART_BLR_01,PROD_00228,GROCERY,South,154,56,84,105,276,0.23,rain,None,197.03,Low
05-04-2022,MEESHO_KOL_01,PROD_00255,SPORTS,East,718,528,478,369,1511.41,0.24,windy,TRUE,1355.2,Normal
10-07-2022,MEESHO_HYD_02,PROD_00267,electronics,South,,599,1171,865,17766.08,0.31,SUNNY,Eid Special,14665.7,Peak
13-10-2024,DMART_CHN_04,PROD_00405,Book,South,,525,1923,762,384.54,0.08,,Onam Festival,296.99,Peak
01-04-2024,BIGBAZAAR_NGP_01,PROD_00034,Electronic,West,208,175,177,144,19411.99,0.3,FOG,NO,22040.56,Normal
03-11-2024,AMAZON_MUM_02,PROD_00341,apparel,West,940,520,891,521,1086.42,0.11,Thunderstorm,Christmas Sale,1179.26,High
29-03-2023,Spencer_CHN_01,PROD_00045,Kids,South,537,6,615,279,1058.79,0.5,windy,New Year Sale,940.96,Normal
19-10-2024,JIOMART_PAT_01,PROD_00220,GROCERY,East,716,383,565,407,291.73,0.42,Breezy,Diwali Sale,287.55,Peak
05-04-2023,DMART_CHN_04,PROD_00092,Electrnics,South,463,266,363,215,,0.15,Overcast,TRUE,12135.1,Medium
21-01-2022,RELIANCE_LKW_01,PROD_00464,Elec,North,1001,444,694,432,18886.44,0.15,Foggy,Onam Festival,20019.29,Low
09-06-2022,FLIPKART_BLR_01,PROD_00371,Sports,South,64,55,60,2,1900.24,0.31,Windy,Holi Offer,2543.06,Slow
01-01-2024,DMART_MUM_01,PROD_00050,Home,West,631,372,302,553,3213.63,0.31,Sunny,Christmas Sale,4200,Slow
03-17-2023,AMAZON_MUM_02,PROD_00293,Sport,West,1348,439,930,590,2125.62,0.06,Stormy,TRUE,2373.28,Medium
17-02-2024,DMART_CHN_04,PROD_00351,furniture,South,44,22,49,11,8945.63,0.35,rainy,FALSE,11431.39,Low
23-01-2022,DMART_DEL_02,PROD_00139,sports,North,651,649,624,931,2022.42,0.35,CLOUDY,TRUE,2368.41,Low
07-05-2024,DMART_MUM_01,PROD_00127,furniture,West,23,22,25,21,15328.15,0.31,Sunny,Independence Day,18897.82,Peak
08-12-2023,MEESHO_HYD_02,PROD_00443,SPORTS,South,1755,556,1382,366,1979.32,0.11,CLOUDY,Onam Festival,2492.34,Peak
06-28-2023,FLIPKART_PUN_02,PROD_00104,BEAUTY,West,394,114,420,179,1041.47,0.02,stormy,NO,1214.96,Low
17-01-2024,RELIANCE_LKW_01,PROD_00224,SPORTS,North,,290,227,201,2190.27,0.1,SUN,Eid Special,2244.84,Low
18-02-2022,LOCALMART_JDP_01,PROD_00368,furniture,West,146,63,105,44,13089.78,0.37,STORM,None,10646.36,Off-season
28-06-2023,DMART_MUM_01,PROD_00045,Food,West,246,165,281,142,444.91,0.34,,Christmas Sale,303.28,Low
12-08-2023,AMAZON_DEL_01,PROD_00277,Furniture,North,925,320,515,319,14229.76,0.1,FOG,none,11157.51,High
19-09-2022,DMART_BLR_03,PROD_00181,SPORTS,South,537,243,293,180,1803.22,0.26,Drizzle,Diwali Sale,2001.46,Low
04-09-2024,RELIANCE_LKW_01,PROD_00235,Elec,North,679,333,672,269,16751.38,0.07,cloudy,None,14178.26,Normal
15-06-2022,LOCALMART_JDP_01,PROD_00276,automotive,West,697,295,480,293,3296.98,0.39,foggy,New Year Sale,4031.58,Off-season
26-08-2022,DMART_CHN_04,PROD_00040,toys,South,1263,442,1233,436,1070.34,0.43,FOG,Navratri,1425.16,Normal
01-20-2023,AMAZON_DEL_01,PROD_00171,Home,North,813,385,588,438,2551.09,0.03,Windy,Holi Offer,1968.26,Low
07-11-2022,BIGBAZAAR_NGP_01,PROD_00247,Apparel,West,481,425,224,368,1076.11,0.17,Fog,Republic Day,1353.77,High
10-04-2022,AMAZON_DEL_01,PROD_00205,Sport,North,1088,316,844,414,1709.39,0.22,overcast,Independence Day,1817.82,Medium
17-12-2023,DMART_MUM_01,PROD_00226,sports,West,1211,410,518,293,,0.02,Windy,none,1895.7,High
11-03-2024,FLIPKART_PUN_02,PROD_00383,groceries,West,357,157,395,225,394.25,0.28,rainy,None,323.21,High
09-09-2024,DMART_BLR_03,PROD_00479,SPORTS,South,,71,172,39,1770.51,0.37,Clear,Independence Day,1917.21,Medium
24-08-2022,FLIPKART_PUN_02,PROD_00494,toys,West,49,41,23,59,950.75,0.14,Stormy,Independence Day,828.78,Medium
20-05-2023,FLIPKART_BLR_01,PROD_00327,Home,South,347,280,243,226,2697,0.29,Sunny,None,2590.34,Peak
23-11-2023,FLIPKART_PUN_02,PROD_00472,clothing,West,392,174,233,234,1391.18,0.23,overcast,Diwali Sale,1836.82,Medium
05-05-2023,DMART_MUM_01,PROD_00461,Furnishings,West,1893,544,2166,755,15353.58,0.37,Mist,1,14591.02,Normal
03-03-2024,AMAZON_DEL_01,PROD_00095,Furnishings,North,628,537,487,522,11020.79,0.26,Cloudy,Onam Festival,12452.52,Medium
03-09-2023,RELIANCE_LKW_01,PROD_00057,Books,North,341,0,343,91,22.5,0.3,Clear,1,593.48,Average
07-07-2022,FLIPKART_BLR_01,PROD_00439,Car Accessories,South,333,332,197,284,3919.5,0.38,STORM,Diwali Sale,4712.89,Low
01-05-2023,RELIANCE_LKW_01,PROD_00322,clothing,North,,153,482,116,1448.51,0.31,Breezy,Eid Special,1252.83,Medium
05-12-2022,AMAZON_DEL_01,PROD_00069,Automotive,North,656,551,663,425,3195.71,0.36,overcast,Onam Festival,2869.48,Peak
01-11-2023,AMAZON_MUM_02,PROD_00467,TOYS,West,1878,686,2237,753,1190.92,0.32,Overcast,Holi Offer,1013.1,High
30-07-2023,DMART_CHN_04,PROD_00189,apparel,South,237,154,132,141,1368.99,0.14,Rainy,NO,1593.23,Slow
24-07-2023,DMART_BLR_03,PROD_00455,ELECTRONICS,South,,1443,1287,1762,,0.02,rain,Christmas Sale,23441.08,Slow
16-05-2023,FLIPKART_PUN_02,PROD_00192,Sport,West,1731,532,1309,667,2401.78,0.09,Sunny,Christmas Sale,3194.27,Normal
10-02-2022,AMAZON_DEL_01,PROD_00315,BOOKS,North,,863,2099,864,418.09,0.3,Overcast,Christmas Sale,535.47,High
22-11-2023,FLIPKART_PUN_02,PROD_00464,Toy,West,1284,741,839,742,1042.32,0.1,RAINY,Diwali Sale,887.77,High
11-04-2023,DMART_MUM_01,PROD_00408,beauty,West,221,148,150,122,832.94,0.23,Mist,Navratri,943.76,Normal
12-09-2024,AMAZON_DEL_01,PROD_00475,Toy,North,922,479,707,717,1169.59,0.12,Mist,1,1088.61,Normal
02-07-2022,DMART_CHN_04,PROD_00293,CLOTHING,South,719,222,483,189,1317.93,0.26,stormy,Independence Day,1032.64,Off-season
20-06-2025,DMART_CHN_04,PROD_00233,Clothing,South,746,300,892,217,992.43,0.45,Breezy,Christmas Sale,936.1,Low
11-12-2022,FLIPKART_PUN_02,PROD_00347,Beauty,West,,4,962,1128,942,0.61,overcast,Navratri,1233.19,High
13-06-2024,MEESHO_HYD_02,PROD_00258,Stationery,South,567,186,603,186,392.44,,RAINY,Onam Festival,496.47,Off-season
17-11-2022,FLIPKART_PUN_02,PROD_00165,groc,West,520,208,203,242,425.31,0.39,Drizzle,NO,554.19,Festive
01-22-2023,DMART_DEL_02,PROD_00211,BOOKS,North,524,343,280,353,509.64,0.45,Storm,Navratri,666.57,Low
05-09-2024,MEESHO_HYD_02,PROD_00331,Sport,South,657,15,250,447,1915.38,0.65,Cloudy,Eid Special,2115.24,Normal
30-01-2022,DMART_DEL_02,PROD_00089,sports,North,1346,535,479,484,2264.94,0.29,Cloudy,Christmas Sale,2266.77,Off-season
11-03-2024,MEESHO_HYD_02,PROD_00328,Cosmetics,South,456,199,197,163,952.96,0.1,clear,FALSE,936.29,High
21-01-2022,RELIANCE_LKW_01,PROD_00433,Elec,North,923,344,682,253,,0.25,Fog,TRUE,21435.45,Low
16-05-2023,FLIPKART_PUN_02,PROD_00312,toys,West,1349,518,533,472,1241.14,0.14,Breezy,TRUE,1582.94,Medium
12-10-2022,LOCALMART_JDP_01,PROD_00343,TOYS,West,283,229,130,143,924,0.35,Stormy,NO,1193.73,Festive
01-12-2023,Spencer_CHN_01,PROD_00137,Groceries,South,594,206,300,231,259.71,0.34,stormy,None,276.75,Festive
21-02-2024,JIOMART_PAT_01,PROD_00472,Fitness,East,24,9,16,21,18578.8,0.44,SUNNY,0,14359.81,Slow
19-01-2024,Spencer_CHN_01,PROD_00449,ELECTRONICS,South,349,185,114,115,13829.85,0.06,,FALSE,16927.54,Slow
09-03-2023,BIGBAZAAR_NGP_01,PROD_00500,beauty,West,488,191,365,154,892.1,0.04,SUNNY,Diwali Sale,1087.72,Average
01-11-2022,RELIANCE_LKW_01,PROD_00349,toys,North,192,73,154,21,947.06,0.36,,FALSE,947.48,Festive
06-08-2023,DMART_MUM_01,PROD_00494,BEAUTY,West,,207,119,181,887.84,0.24,STORM,none,983.04,Medium
