Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
22-07-2024,DMART_097,PRD_0635,Home & Kitchen,Telangana,1796,20,34,20,1008.89,0.14,Humid,None,960.63,Low
23-07-2024,DMART_051,PRD_0746,Groceries,Andhra Pradesh,453,193,205,193,2605.59,0.37,Cloudy,Summer Special,1702.21,Medium
24-07-2024,DMART_044,PRD_0733,Home & Kitchen,Tamil Nadu,74,74,87,104,1681.78,0.19,Extreme Heat,None,1464.92,High
25-07-2024,DMART_024,PRD_0323,Groceries,Andhra Pradesh,1916,162,234,176,1325.14,0.37,Sunny,End of Month,929.51,Medium
26-07-2024,DMART_079,PRD_0851,Groceries,Telangana,558,108,205,91,1303.16,0.13,Rainy,None,1184.4,Medium
27-07-2024,DMART_059,PRD_0003,Apparel,Andhra Pradesh,745,335,349,346,696.96,0.09,Rainy,None,654.31,High
28-07-2024,DMART_032,PRD_0694,Apparel,Telangana,1538,71,141,62,1576.99,0.2,Cloudy,Summer Special,1244.07,Medium
29-07-2024,DMART_096,PRD_0206,Personal Care,Telangana,110,104,170,137,2193.73,0.25,Sunny,Republic Day Offer,1834.36,Low
30-07-2024,DMART_088,PRD_0832,Electronics,Andhra Pradesh,1581,151,202,160,504.26,0.16,Extreme Heat,None,469.81,Medium
31-07-2024,DMART_052,PRD_0040,Personal Care,Maharashtra,172,43,135,31,3405.39,0.14,Sunny,None,3217.49,Medium
01-08-2024,DMART_062,PRD_0059,Apparel,Gujarat,1570,107,172,105,1562.62,0.09,Sunny,None,1462.74,Medium
02-08-2024,DMART_058,PRD_0951,Personal Care,Karnataka,104,69,150,78,3318.9,0.11,Rainy,None,3150.66,Medium
03-08-2024,DMART_052,PRD_0574,Stationery,Tamil Nadu,1236,73,110,117,488.61,0.27,Humid,None,347.7,Medium
04-08-2024,DMART_012,PRD_0644,Electronics,Gujarat,1023,188,252,212,2689.91,0.15,Extreme Heat,Diwali Sale,2318.21,Medium
05-08-2024,DMART_039,PRD_0507,Groceries,Karnataka,1772,51,98,53,2169.38,0.03,Sunny,None,2182.38,Medium
06-08-2024,DMART_002,PRD_0572,Electronics,Karnataka,1112,158,190,142,2873.82,0.06,Cloudy,None,2589.84,Medium
07-08-2024,DMART_003,PRD_0884,Apparel,Tamil Nadu,1770,126,142,172,2110.36,0.15,Rainy,Diwali Sale,1741.28,High
08-08-2024,DMART_056,PRD_0843,Apparel,Gujarat,1156,142,189,187,3370.67,0.37,Humid,None,2369.73,Medium
09-08-2024,DMART_081,PRD_0122,Groceries,Tamil Nadu,1780,75,161,97,2201.72,0.15,Humid,Republic Day Offer,2141.4,Medium
10-08-2024,DMART_059,PRD_0479,Apparel,Telangana,595,337,403,318,2750.42,0.02,Rainy,Republic Day Offer,2734.22,High
11-08-2024,DMART_002,PRD_0619,Stationery,Tamil Nadu,162,162,256,189,3073.98,0.17,Sunny,None,2478.3,Low
12-08-2024,DMART_002,PRD_0096,Groceries,Andhra Pradesh,474,145,191,182,2506.75,0.27,Rainy,None,2080.77,Medium
13-08-2024,DMART_092,PRD_0859,Electronics,Maharashtra,967,391,406,410,1844.34,0.24,Humid,None,1587.93,High
14-08-2024,DMART_054,PRD_0414,Groceries,Maharashtra,279,96,115,128,969.4,0.11,Humid,Diwali Sale,932.59,Medium
15-08-2024,DMART_087,PRD_0235,Groceries,Maharashtra,1356,160,196,198,2993.63,0.28,Cloudy,Diwali Sale,2193.6,High
16-08-2024,DMART_096,PRD_0898,Personal Care,Gujarat,966,269,368,316,1692.41,0.25,Cloudy,Diwali Sale,1234.42,High
17-08-2024,DMART_097,PRD_0062,Personal Care,Gujarat,1360,141,207,183,2180.06,0.07,Humid,Festive Discount,2307.04,Medium
18-08-2024,DMART_001,PRD_0256,Home & Kitchen,Telangana,204,152,177,167,295.71,0.06,Cloudy,Diwali Sale,315.24,Low
19-08-2024,DMART_019,PRD_0561,Groceries,Maharashtra,214,214,282,233,1750.78,0.22,Cloudy,End of Month,1500.31,High
20-08-2024,DMART_002,PRD_0905,Electronics,Telangana,1011,29,66,14,2449.59,0.26,Cloudy,None,2060.63,Medium
21-08-2024,DMART_053,PRD_0348,Groceries,Maharashtra,1255,33,45,26,2052.57,0.38,Humid,None,1244.54,Medium
22-08-2024,DMART_044,PRD_0671,Groceries,Gujarat,1312,227,293,239,1580.97,0.17,Sunny,None,1275.27,High
23-08-2024,DMART_090,PRD_0124,Groceries,Andhra Pradesh,698,125,199,123,797.53,0.31,Sunny,Diwali Sale,543.92,Medium
24-08-2024,DMART_032,PRD_0482,Personal Care,Andhra Pradesh,1412,158,234,180,1097.65,0.05,Extreme Heat,None,1035.57,Medium
25-08-2024,DMART_070,PRD_0317,Electronics,Andhra Pradesh,987,285,324,318,2458.17,0.36,Cloudy,Republic Day Offer,1754.83,High
26-08-2024,DMART_032,PRD_0504,Home & Kitchen,Tamil Nadu,561,22,50,62,800.18,0.25,Sunny,Republic Day Offer,680.76,Medium
27-08-2024,DMART_068,PRD_0719,Apparel,Andhra Pradesh,981,298,315,290,2183.61,0.25,Extreme Heat,None,1626.44,High
28-08-2024,DMART_055,PRD_0048,Groceries,Karnataka,315,55,126,76,2072.29,0.06,Rainy,Republic Day Offer,2030.82,Medium
29-08-2024,DMART_075,PRD_0409,Personal Care,Maharashtra,236,236,264,233,3397.05,0.02,Cloudy,None,3465.26,High
30-08-2024,DMART_056,PRD_0932,Personal Care,Andhra Pradesh,1113,80,125,124,231.52,0.28,Sunny,None,164.29,Medium
31-08-2024,DMART_017,PRD_0136,Personal Care,Karnataka,1895,68,146,95,396.27,0.05,Sunny,End of Month,421.88,Low
01-09-2024,DMART_038,PRD_0201,Groceries,Karnataka,1566,60,129,75,1781.17,0.05,Sunny,End of Month,1784.33,Low
02-09-2024,DMART_024,PRD_0250,Home & Kitchen,Karnataka,1752,25,68,49,1854.34,0.08,Extreme Heat,None,1813.89,Medium
03-09-2024,DMART_069,PRD_0314,Personal Care,Telangana,440,412,476,401,158.95,0.04,Rainy,None,152.85,High
04-09-2024,DMART_098,PRD_0869,Apparel,Telangana,1333,137,173,125,2893.98,0.25,Cloudy,None,2304.69,Medium
05-09-2024,DMART_070,PRD_0368,Personal Care,Karnataka,704,203,251,228,1741.64,0.17,Sunny,None,1602.42,High
06-09-2024,DMART_086,PRD_0429,Groceries,Tamil Nadu,1789,20,71,16,1226.32,0.11,Humid,Festive Discount,1103.42,Medium
07-09-2024,DMART_011,PRD_0830,Home & Kitchen,Andhra Pradesh,225,225,276,271,1129.61,0.18,Cloudy,None,900.95,High
08-09-2024,DMART_016,PRD_0807,Groceries,Maharashtra,823,130,227,142,3017.7,0.34,Humid,Festive Discount,2124.74,Low
09-09-2024,DMART_097,PRD_0480,Stationery,Tamil Nadu,813,189,246,233,704.63,0.37,Extreme Heat,Festive Discount,478.17,Medium
10-09-2024,DMART_073,PRD_0314,Home & Kitchen,Gujarat,1402,147,187,146,578.25,0.19,Sunny,None,463.89,Low
11-09-2024,DMART_059,PRD_0500,Groceries,Telangana,980,335,366,380,761.86,0.23,Cloudy,None,586.43,High
12-09-2024,DMART_070,PRD_0721,Electronics,Andhra Pradesh,1273,173,269,168,2195.08,0.1,Cloudy,End of Month,1937.27,Medium
13-09-2024,DMART_080,PRD_0355,Personal Care,Andhra Pradesh,760,54,104,47,2842.04,0.21,Sunny,None,2546.69,Medium
14-09-2024,DMART_093,PRD_0485,Groceries,Gujarat,1269,15,48,0,1171.81,0.3,Rainy,Diwali Sale,814.2,Medium
15-09-2024,DMART_003,PRD_0211,Home & Kitchen,Gujarat,875,15,64,29,623.65,0.2,Extreme Heat,None,475.04,Medium
16-09-2024,DMART_020,PRD_0704,Groceries,Andhra Pradesh,638,443,484,423,748,0.12,Sunny,None,735.93,High
17-09-2024,DMART_059,PRD_0044,Apparel,Gujarat,580,82,142,104,2174.76,0.23,Cloudy,None,1859.85,Medium
18-09-2024,DMART_036,PRD_0541,Apparel,Andhra Pradesh,1135,73,115,121,876.2,0.38,Rainy,None,565.68,Medium
19-09-2024,DMART_019,PRD_0571,Electronics,Tamil Nadu,1400,433,470,467,3072.94,0.36,Cloudy,Republic Day Offer,2181.9,High
20-09-2024,DMART_090,PRD_0583,Personal Care,Gujarat,1979,126,216,121,381.54,0.31,Humid,Festive Discount,273.77,High
21-09-2024,DMART_067,PRD_0092,Personal Care,Tamil Nadu,330,87,186,133,132.64,0.11,Cloudy,None,117.45,Low
22-09-2024,DMART_019,PRD_0265,Apparel,Tamil Nadu,1835,222,313,264,327.56,0.1,Extreme Heat,None,305.18,High
23-09-2024,DMART_020,PRD_0895,Groceries,Gujarat,276,120,208,121,2962.84,0.34,Sunny,None,2048.11,Medium
24-09-2024,DMART_096,PRD_0220,Personal Care,Andhra Pradesh,688,80,152,115,2286.28,0.07,Cloudy,None,2023.76,Medium
25-09-2024,DMART_071,PRD_0902,Personal Care,Karnataka,1131,29,60,60,3352.95,0.24,Humid,Republic Day Offer,2478.59,Medium
26-09-2024,DMART_052,PRD_0925,Groceries,Andhra Pradesh,970,86,113,92,1190.31,0.18,Humid,End of Month,1098.02,Medium
27-09-2024,DMART_033,PRD_0442,Personal Care,Maharashtra,526,260,354,303,760.12,0.19,Sunny,None,633.24,High
28-09-2024,DMART_040,PRD_0401,Stationery,Gujarat,1449,46,138,70,1975.67,0.18,Humid,End of Month,1646.45,Medium
29-09-2024,DMART_039,PRD_0400,Stationery,Telangana,765,117,128,163,1891.64,0.36,Sunny,End of Month,1365.21,Medium
30-09-2024,DMART_082,PRD_0727,Groceries,Gujarat,292,277,375,282,2076.76,0.03,Extreme Heat,None,1976.01,High
01-10-2024,DMART_001,PRD_0991,Groceries,Maharashtra,416,19,54,11,1229.42,0.31,Sunny,Republic Day Offer,842.7,Low
02-10-2024,DMART_011,PRD_0899,Groceries,Tamil Nadu,985,171,219,180,40.52,0.33,Rainy,None,30.29,Medium
03-10-2024,DMART_092,PRD_0789,Stationery,Telangana,1917,54,80,63,141.91,0.38,Humid,Republic Day Offer,88.51,Low
04-10-2024,DMART_057,PRD_0576,Groceries,Telangana,1573,338,363,361,2330.12,0.18,Humid,None,2057.15,High
05-10-2024,DMART_089,PRD_0858,Home & Kitchen,Andhra Pradesh,887,140,176,167,1840.94,0.2,Cloudy,None,1616.96,High
06-10-2024,DMART_050,PRD_0804,Groceries,Karnataka,1325,34,92,22,2877.12,0.38,Rainy,End of Month,1774.08,Medium
07-10-2024,DMART_023,PRD_0490,Home & Kitchen,Andhra Pradesh,955,136,148,163,1065.43,0.18,Cloudy,Diwali Sale,874.25,Low
08-10-2024,DMART_031,PRD_0485,Groceries,Telangana,1395,53,104,88,2857.84,0.2,Sunny,End of Month,2408.04,Medium
09-10-2024,DMART_094,PRD_0757,Apparel,Telangana,425,83,155,130,1500.71,0.13,Extreme Heat,None,1447.2,Medium
10-10-2024,DMART_042,PRD_0470,Groceries,Karnataka,1482,125,163,110,356.51,0.01,Humid,End of Month,374.43,Medium
11-10-2024,DMART_099,PRD_0574,Home & Kitchen,Gujarat,760,161,172,205,3423.13,0.17,Extreme Heat,None,2737.4,Medium
12-10-2024,DMART_007,PRD_0938,Groceries,Karnataka,1561,78,101,124,1801.54,0.26,Sunny,End of Month,1360.03,Medium
13-10-2024,DMART_016,PRD_0844,Home & Kitchen,Tamil Nadu,392,56,77,56,2210.59,0.28,Sunny,Diwali Sale,1617.29,Medium
14-10-2024,DMART_090,PRD_0682,Stationery,Andhra Pradesh,289,100,133,109,2354.37,0,Rainy,None,2616.93,Low
15-10-2024,DMART_060,PRD_0445,Groceries,Gujarat,188,59,96,95,1281.19,0.32,Cloudy,None,878.12,Low
16-10-2024,DMART_002,PRD_0269,Stationery,Andhra Pradesh,1195,125,152,159,2621.4,0.2,Humid,Summer Special,2370.26,Low
17-10-2024,DMART_001,PRD_0267,Personal Care,Karnataka,469,173,271,154,3048.53,0.21,Humid,Diwali Sale,2449.27,Medium
18-10-2024,DMART_048,PRD_0054,Groceries,Gujarat,1634,42,57,69,1367.41,0.38,Extreme Heat,Festive Discount,838.32,Medium
19-10-2024,DMART_012,PRD_0528,Personal Care,Karnataka,353,101,140,102,2306.36,0.11,Rainy,None,2171.69,Medium
20-10-2024,DMART_069,PRD_0520,Groceries,Tamil Nadu,164,113,156,105,2654.79,0.3,Sunny,Republic Day Offer,1909.04,Medium
21-10-2024,DMART_037,PRD_0616,Home & Kitchen,Maharashtra,392,392,484,414,681.64,0.23,Rainy,Republic Day Offer,566.6,High
22-10-2024,DMART_032,PRD_0059,Apparel,Telangana,1324,168,235,196,1177.43,0.28,Humid,Republic Day Offer,960.62,Medium
23-10-2024,DMART_009,PRD_0825,Groceries,Gujarat,56,56,93,72,398.61,0.17,Cloudy,End of Month,376.55,Low
24-10-2024,DMART_099,PRD_0040,Personal Care,Telangana,780,250,331,264,2115.69,0.11,Extreme Heat,None,1874.44,High
25-10-2024,DMART_019,PRD_0237,Apparel,Maharashtra,1662,181,265,179,2807.26,0.22,Sunny,Diwali Sale,2151.24,Low
26-10-2024,DMART_048,PRD_0955,Electronics,Gujarat,228,182,244,189,2145.72,0.15,Sunny,Diwali Sale,2075.54,Medium
27-10-2024,DMART_080,PRD_0386,Personal Care,Telangana,1218,102,127,138,645.65,0.09,Sunny,None,653.63,High
28-10-2024,DMART_003,PRD_0606,Electronics,Telangana,465,51,86,91,1921.36,0.34,Cloudy,None,1271.06,Medium
29-10-2024,DMART_020,PRD_0734,Personal Care,Gujarat,715,158,232,180,2925.57,0.19,Humid,Diwali Sale,2632.73,Medium
30-10-2024,DMART_024,PRD_0716,Groceries,Telangana,1194,41,107,80,1073.48,0.34,Humid,None,778.08,Medium
31-10-2024,DMART_054,PRD_0650,Apparel,Telangana,1197,165,205,154,2917.63,0.19,Rainy,None,2364.96,Low
01-11-2024,DMART_033,PRD_0300,Personal Care,Gujarat,199,184,220,230,2750.49,0.22,Rainy,End of Month,2426.76,Medium
02-11-2024,DMART_024,PRD_0395,Personal Care,Telangana,446,108,166,111,95.66,0.4,Humid,None,58.22,Medium
03-11-2024,DMART_075,PRD_0207,Personal Care,Telangana,430,129,147,152,853.3,0.38,Sunny,None,553.4,Medium
04-11-2024,DMART_072,PRD_0336,Apparel,Andhra Pradesh,1853,56,91,65,1909.44,0.11,Cloudy,Republic Day Offer,1821.51,Medium
05-11-2024,DMART_036,PRD_0593,Apparel,Tamil Nadu,888,26,41,50,2517.31,0.35,Humid,None,1617.03,Medium
06-11-2024,DMART_038,PRD_0730,Personal Care,Andhra Pradesh,50,38,54,77,3084.25,0.16,Cloudy,Diwali Sale,2777.97,Medium
07-11-2024,DMART_084,PRD_0514,Groceries,Maharashtra,1746,363,385,395,2250.83,0.03,Extreme Heat,None,2382.54,High
08-11-2024,DMART_099,PRD_0178,Personal Care,Andhra Pradesh,293,293,351,297,1343.6,0.23,Sunny,Summer Special,1003.85,High
09-11-2024,DMART_089,PRD_0396,Personal Care,Andhra Pradesh,1960,159,178,142,662.5,0.39,Extreme Heat,None,414.58,High
10-11-2024,DMART_099,PRD_0371,Groceries,Maharashtra,1471,137,189,147,2664.92,0.39,Humid,None,1743.31,Medium
11-11-2024,DMART_025,PRD_0858,Apparel,Telangana,1324,77,135,75,739.6,0.05,Rainy,Diwali Sale,797.64,Low
12-11-2024,DMART_093,PRD_0791,Personal Care,Telangana,928,48,75,29,2440.1,0.31,Humid,None,1899.51,Medium
13-11-2024,DMART_018,PRD_0658,Groceries,Andhra Pradesh,1649,142,162,125,650.62,0.32,Extreme Heat,End of Month,435.31,Medium
14-11-2024,DMART_082,PRD_0318,Groceries,Maharashtra,1372,128,147,145,336.87,0.15,Cloudy,Republic Day Offer,306.99,Medium
15-11-2024,DMART_066,PRD_0736,Groceries,Telangana,809,340,377,352,893.83,0.26,Humid,End of Month,641.33,High
16-11-2024,DMART_054,PRD_0369,Electronics,Karnataka,1003,331,425,328,1011.56,0.2,Rainy,None,816.35,High
17-11-2024,DMART_035,PRD_0384,Groceries,Gujarat,1370,189,251,200,2272.29,0.09,Extreme Heat,Summer Special,2211.4,Medium
18-11-2024,DMART_080,PRD_0062,Groceries,Gujarat,1026,467,530,479,579.87,0.3,Humid,None,392.22,High
19-11-2024,DMART_061,PRD_0806,Personal Care,Tamil Nadu,1573,174,208,187,3257.47,0.11,Extreme Heat,None,3269.58,Medium
20-11-2024,DMART_041,PRD_0505,Groceries,Gujarat,1188,145,160,175,1949.18,0.14,Extreme Heat,None,1870.41,Low
21-11-2024,DMART_100,PRD_0239,Groceries,Andhra Pradesh,1880,157,177,199,1728.44,0.08,Sunny,End of Month,1661.21,Medium
22-11-2024,DMART_033,PRD_0195,Groceries,Gujarat,50,50,92,76,1532.74,0.29,Cloudy,Summer Special,1140.86,Medium
23-11-2024,DMART_068,PRD_0678,Personal Care,Gujarat,602,421,499,466,1991.77,0.18,Sunny,None,1839.49,High
24-11-2024,DMART_033,PRD_0963,Personal Care,Karnataka,1758,45,100,37,98.12,0.18,Extreme Heat,Summer Special,77.25,Medium
25-11-2024,DMART_014,PRD_0222,Groceries,Telangana,1673,41,138,72,3465.5,0.24,Rainy,End of Month,2577.88,Low
26-11-2024,DMART_021,PRD_0061,Personal Care,Karnataka,531,14,100,45,1960.18,0.06,Rainy,None,1863.94,Low
27-11-2024,DMART_048,PRD_0129,Electronics,Andhra Pradesh,1683,113,177,135,142.48,0.36,Sunny,Republic Day Offer,93.27,Low
28-11-2024,DMART_020,PRD_0990,Groceries,Gujarat,649,419,498,459,2073.12,0.19,Rainy,None,1926.9,High
29-11-2024,DMART_008,PRD_0685,Groceries,Telangana,812,104,164,86,1541.03,0.15,Extreme Heat,Summer Special,1283.01,High
30-11-2024,DMART_007,PRD_0992,Groceries,Tamil Nadu,1583,215,249,262,103.65,0.05,Humid,Republic Day Offer,99.51,High
01-12-2024,DMART_067,PRD_0156,Personal Care,Tamil Nadu,384,168,200,206,3237.01,0.07,Extreme Heat,None,3358.39,Medium
02-12-2024,DMART_017,PRD_0917,Apparel,Gujarat,514,178,237,211,56.77,0.37,Humid,Summer Special,39.59,Low
03-12-2024,DMART_033,PRD_0378,Groceries,Gujarat,1214,153,208,201,2030.99,0.18,Rainy,None,1800.25,High
04-12-2024,DMART_048,PRD_0622,Home & Kitchen,Tamil Nadu,632,387,473,368,3367.03,0.29,Cloudy,Summer Special,2428.15,High
05-12-2024,DMART_076,PRD_0781,Groceries,Tamil Nadu,186,123,176,170,846.86,0.03,Cloudy,None,799.73,Low
06-12-2024,DMART_059,PRD_0923,Personal Care,Andhra Pradesh,1053,185,207,208,904.54,0.26,Extreme Heat,End of Month,767.56,High
07-12-2024,DMART_086,PRD_0868,Apparel,Gujarat,1684,65,145,82,21.47,0.37,Extreme Heat,Diwali Sale,13.53,Medium
08-12-2024,DMART_022,PRD_0903,Groceries,Tamil Nadu,1736,383,440,422,250.9,0.12,Rainy,Republic Day Offer,247.05,High
09-12-2024,DMART_030,PRD_0790,Personal Care,Maharashtra,999,161,187,167,176.21,0.23,Cloudy,None,153.18,Low
10-12-2024,DMART_038,PRD_0586,Groceries,Tamil Nadu,736,169,251,163,2882.84,0.38,Cloudy,Summer Special,1855.6,High
11-12-2024,DMART_051,PRD_0999,Home & Kitchen,Telangana,216,153,176,171,2931.85,0.29,Extreme Heat,None,2331.75,Low
12-12-2024,DMART_054,PRD_0437,Groceries,Telangana,1416,11,50,28,2548.92,0.02,Cloudy,None,2512.45,Medium
13-12-2024,DMART_008,PRD_0975,Stationery,Maharashtra,1483,152,191,185,1247.55,0.15,Extreme Heat,None,1196.13,Medium
14-12-2024,DMART_027,PRD_0207,Groceries,Andhra Pradesh,1842,178,220,220,2877.97,0.03,Sunny,End of Month,3007.13,Medium
15-12-2024,DMART_027,PRD_0388,Stationery,Gujarat,959,72,135,109,1898.42,0.34,Cloudy,None,1239.02,Medium
16-12-2024,DMART_098,PRD_0480,Groceries,Gujarat,1809,186,252,227,1079,0.25,Humid,Diwali Sale,896.09,Medium
17-12-2024,DMART_021,PRD_0791,Home & Kitchen,Tamil Nadu,929,163,261,160,1541.72,0.38,Rainy,Summer Special,1082.75,Low
18-12-2024,DMART_030,PRD_0887,Groceries,Telangana,891,103,143,111,248.87,0.01,Extreme Heat,Summer Special,262.17,Medium
19-12-2024,DMART_097,PRD_0838,Electronics,Andhra Pradesh,114,75,107,111,3308.28,0.17,Cloudy,None,3026.16,Low
20-12-2024,DMART_028,PRD_0984,Groceries,Andhra Pradesh,1654,127,188,130,2174.53,0.04,Cloudy,Diwali Sale,2315.01,Low
21-12-2024,DMART_064,PRD_0340,Groceries,Andhra Pradesh,1140,38,101,55,2564.69,0.14,Extreme Heat,None,2442.7,Medium
22-12-2024,DMART_097,PRD_0869,Personal Care,Tamil Nadu,482,197,253,182,2374.51,0.06,Humid,Summer Special,2323.29,Low
23-12-2024,DMART_069,PRD_0340,Groceries,Gujarat,1123,469,527,468,2343.77,0.13,Cloudy,Summer Special,2238.89,High
24-12-2024,DMART_061,PRD_0204,Groceries,Andhra Pradesh,1387,358,451,379,80.07,0.33,Sunny,Summer Special,56.85,High
25-12-2024,DMART_048,PRD_0161,Electronics,Tamil Nadu,1382,175,240,176,1848.29,0.06,Rainy,End of Month,1794.61,High
26-12-2024,DMART_019,PRD_0540,Electronics,Tamil Nadu,1676,135,152,147,2879.55,0.19,Extreme Heat,None,2293.16,Medium
27-12-2024,DMART_004,PRD_0392,Groceries,Maharashtra,164,96,127,121,174.93,0.37,Cloudy,None,124.73,Low
28-12-2024,DMART_035,PRD_0769,Electronics,Karnataka,1959,375,446,408,3347.46,0.4,Rainy,None,2074.72,High
29-12-2024,DMART_064,PRD_0677,Personal Care,Andhra Pradesh,618,88,151,109,1496.08,0.1,Extreme Heat,None,1343.66,Low
30-12-2024,DMART_049,PRD_0575,Groceries,Karnataka,1415,164,208,194,1028.84,0.37,Extreme Heat,Festive Discount,647.17,High
31-12-2024,DMART_017,PRD_0534,Home & Kitchen,Gujarat,1603,90,187,137,1870.74,0.1,Extreme Heat,None,1681,Low
01-01-2025,DMART_044,PRD_0070,Home & Kitchen,Tamil Nadu,1857,108,132,143,2808.23,0.17,Humid,Festive Discount,2215.44,Medium
02-01-2025,DMART_092,PRD_0893,Electronics,Andhra Pradesh,691,109,123,130,1672.15,0.35,Sunny,Summer Special,1127.81,Medium
03-01-2025,DMART_030,PRD_0405,Groceries,Telangana,544,197,292,189,2264.97,0.31,Extreme Heat,Summer Special,1763.09,High
04-01-2025,DMART_093,PRD_0608,Home & Kitchen,Gujarat,1342,20,46,53,1759.7,0.34,Humid,Diwali Sale,1109.17,Low
05-01-2025,DMART_046,PRD_0675,Groceries,Maharashtra,990,37,49,28,2216.83,0.32,Extreme Heat,None,1720.48,Medium
06-01-2025,DMART_006,PRD_0591,Groceries,Maharashtra,1153,173,201,187,500.35,0.09,Extreme Heat,None,448.86,High
07-01-2025,DMART_099,PRD_0517,Groceries,Karnataka,1529,57,147,45,154.55,0.22,Humid,Republic Day Offer,131.85,Low
08-01-2025,DMART_037,PRD_0828,Electronics,Tamil Nadu,1372,37,83,29,496.42,0.15,Sunny,None,467.13,Low
09-01-2025,DMART_024,PRD_0120,Apparel,Karnataka,1017,55,85,56,1014.72,0.18,Rainy,None,912.8,Low
10-01-2025,DMART_093,PRD_0814,Apparel,Telangana,871,64,124,83,901.68,0.06,Cloudy,Republic Day Offer,862.7,Medium
11-01-2025,DMART_046,PRD_0690,Personal Care,Telangana,251,201,264,216,2160.81,0.13,Extreme Heat,Summer Special,2050.53,High
12-01-2025,DMART_053,PRD_0688,Groceries,Maharashtra,1576,476,496,496,1606.5,0.34,Sunny,Summer Special,1107.57,High
13-01-2025,DMART_095,PRD_0902,Groceries,Andhra Pradesh,1810,11,85,0,155.07,0.36,Cloudy,None,97.3,Medium
14-01-2025,DMART_099,PRD_0217,Groceries,Maharashtra,1744,153,192,187,141.33,0.24,Extreme Heat,Festive Discount,106.36,Low
15-01-2025,DMART_060,PRD_0056,Groceries,Maharashtra,1789,20,119,12,335.25,0.2,Cloudy,Republic Day Offer,256.19,Medium
16-01-2025,DMART_097,PRD_0366,Apparel,Telangana,698,12,64,11,1248.72,0.29,Humid,End of Month,901.13,Low
17-01-2025,DMART_063,PRD_0699,Personal Care,Karnataka,1558,192,237,229,41.52,0.24,Sunny,None,34.57,Medium
18-01-2025,DMART_085,PRD_0504,Groceries,Telangana,1658,51,150,53,1739.08,0.39,Sunny,End of Month,1213.4,Medium
19-01-2025,DMART_032,PRD_0744,Groceries,Tamil Nadu,609,166,232,198,1275.13,0.08,Rainy,End of Month,1145.8,Low
20-01-2025,DMART_087,PRD_0767,Groceries,Telangana,1091,101,136,117,1952.94,0.18,Rainy,Diwali Sale,1634.49,Medium
21-01-2025,DMART_033,PRD_0925,Personal Care,Telangana,527,198,289,197,2528.47,0.37,Cloudy,None,1571.11,High
22-01-2025,DMART_067,PRD_0455,Electronics,Maharashtra,537,306,375,304,893.39,0.37,Humid,Summer Special,620.34,High
23-01-2025,DMART_018,PRD_0104,Home & Kitchen,Andhra Pradesh,1032,162,261,159,566.65,0.2,Cloudy,Festive Discount,514.03,Medium
24-01-2025,DMART_025,PRD_0077,Apparel,Maharashtra,828,129,160,176,987.63,0.05,Extreme Heat,Summer Special,912.73,Medium
25-01-2025,DMART_095,PRD_0230,Personal Care,Gujarat,1519,143,176,183,26.14,0.33,Sunny,None,19.8,Medium
26-01-2025,DMART_054,PRD_0914,Groceries,Telangana,389,363,384,388,437.65,0.23,Cloudy,None,338.44,High
27-01-2025,DMART_058,PRD_0258,Groceries,Telangana,1604,441,525,468,2632.89,0.31,Cloudy,None,1806.91,High
28-01-2025,DMART_067,PRD_0264,Stationery,Gujarat,661,104,173,103,795.37,0.19,Sunny,End of Month,619.33,High
29-01-2025,DMART_046,PRD_0331,Apparel,Telangana,165,159,189,207,3480.16,0.08,Sunny,Summer Special,3093.19,Medium
30-01-2025,DMART_024,PRD_0993,Groceries,Telangana,1931,50,139,63,604.05,0.01,Rainy,None,576.39,Low
31-01-2025,DMART_032,PRD_0182,Personal Care,Tamil Nadu,123,123,168,109,2764.93,0.22,Rainy,Festive Discount,2241.36,High
01-02-2025,DMART_047,PRD_0893,Personal Care,Telangana,1865,223,239,252,2473.55,0.06,Sunny,Republic Day Offer,2515.17,High
02-02-2025,DMART_086,PRD_0768,Home & Kitchen,Gujarat,1342,398,468,430,1141.02,0.07,Cloudy,None,1047.23,High
03-02-2025,DMART_023,PRD_0550,Electronics,Maharashtra,1710,64,126,54,1170.97,0.17,Extreme Heat,None,965.61,Medium
04-02-2025,DMART_066,PRD_0688,Personal Care,Telangana,165,165,202,152,1981.16,0.18,Cloudy,None,1599.5,Medium
05-02-2025,DMART_027,PRD_0027,Personal Care,Andhra Pradesh,1759,80,113,91,2986.26,0.11,Extreme Heat,Diwali Sale,2953.61,Low
06-02-2025,DMART_002,PRD_0276,Groceries,Gujarat,1766,416,478,458,1363.93,0.05,Sunny,None,1266.5,High
